scheme,vehicles,seed,frames,window_start,events,deadline_success,mean_latency_s,p95_latency_s,mean_dt_age_s,p95_position_error_m,mean_rounds,mean_rejections,mean_tool_calls,mean_planner_ms_proxy,mean_input_tokens_proxy,mean_output_tokens_proxy,deadline_success_safety,deadline_success_cooperative,deadline_success_routine,condition_id,condition,condition_index
Independent Agents,25,2037,180,197,4500,0.47155555555555556,0.44307223196549184,0.7781293575634569,14.359143950733802,299.56889572750634,1.0,0.0,4.0,0.010606466727848683,0.0,0.0,0.05066079295154185,0.33243847874720356,0.9823139277818718,radio_degraded,Radio degraded,1
One-Shot LLM,25,2037,180,197,4500,0.37866666666666665,4.448583343454465,22.96493827297918,24.08311181428611,407.4247454645912,1.0,0.0,0.0,0.023325533185723342,760.0,135.0,0.10682819383259912,0.3319910514541387,0.6374355195283714,radio_degraded,Radio degraded,1
AAI-CDOS,25,2038,180,136,4500,0.7926666666666666,0.3196243448180684,0.6666280257127307,3.7626632832054536,105.11952856023828,1.4148888888888889,0.41488888888888886,7.867111111111111,0.01734773318619571,915.6493333333333,120.26555555555555,0.6188389923329682,0.7462019660411081,0.9873980726464048,radio_degraded,Radio degraded,1
Single Domain,25,2038,180,136,4500,0.24755555555555556,1.3685609718316527,4.013496428692643,58.44680147857809,931.8989324008601,1.0,0.0,1.0,0.002441644377540797,0.0,0.0,0.018619934282584884,0.1487935656836461,0.5663454410674573,radio_degraded,Radio degraded,1
Independent Agents,25,2038,180,136,4500,0.48377777777777775,0.4247435616930658,0.7312534717802317,15.129373237783028,293.7416284873445,1.0,0.0,4.0,0.011414111255564623,0.0,0.0,0.05585980284775466,0.354781054512958,0.9873980726464048,radio_degraded,Radio degraded,1
One-Shot LLM,25,2038,180,136,4500,0.37266666666666665,5.278455026775227,24.615863295226564,22.036244775414403,451.4431582550432,1.0,0.0,0.0,0.02355753343888662,760.0,135.0,0.11062431544359255,0.34986595174262736,0.5878428465530022,radio_degraded,Radio degraded,1
AAI-CDOS,25,2039,180,236,4500,0.7093333333333334,0.3901636658189669,0.8679029780763844,5.6330230469053895,134.3883445756533,1.5813333333333333,0.5813333333333334,8.616,0.01759808897299485,943.9448888888888,134.41333333333333,0.5473204104903079,0.6242397914856647,0.9651778955336866,radio_degraded,Radio degraded,1
Single Domain,25,2039,180,236,4500,0.27044444444444443,1.0754566531613259,2.9381297622274274,46.41218577394395,902.0126186114546,1.0,0.0,1.0,0.0019975337070516413,0.0,0.0,0.028506271379703536,0.13900955690703737,0.660105980317941,radio_degraded,Radio degraded,1
Independent Agents,25,2039,180,236,4500,0.41644444444444445,0.49346568174725125,0.855933942443248,18.340540251271772,352.0441345413662,1.0,0.0,4.0,0.009394622310840836,0.0,0.0,0.04446978335233751,0.2371850564726325,0.975775927327782,radio_degraded,Radio degraded,1
One-Shot LLM,25,2039,180,236,4500,0.31244444444444447,5.216919411271536,24.52401558065899,34.073787406301236,600.441004993191,1.0,0.0,0.0,0.021587467008632504,760.0,135.0,0.06043329532497149,0.26498696785403997,0.5624526873580621,radio_degraded,Radio degraded,1
AAI-CDOS,25,2040,180,81,4500,0.7633333333333333,0.34461994457956163,0.7462662711449553,4.008929698503763,102.14992958785196,1.4737777777777779,0.4737777777777778,8.132222222222222,0.01579733342320348,925.6604444444445,125.27111111111111,0.6040268456375839,0.7000441111601235,0.9768483943241225,radio_degraded,Radio degraded,1
Single Domain,25,2040,180,81,4500,0.26222222222222225,1.2889487603538974,3.5624423395344214,55.401164727122875,873.0949479401752,1.0,0.0,1.0,0.0020604889335421226,0.0,0.0,0.029082774049217,0.1662990736656374,0.5802837938760269,radio_degraded,Radio degraded,1
Independent Agents,25,2040,180,81,4500,0.45,0.4510095848068927,0.7733929399696484,16.39013884711595,302.256064058185,1.0,0.0,4.0,0.009562222034825632,0.0,0.0,0.04138702460850112,0.29730921923246584,0.9813293502613891,radio_degraded,Radio degraded,1
One-Shot LLM,25,2040,180,81,4500,0.37244444444444447,4.501797756613069,24.097264460119508,23.014161008514943,449.96471705581746,1.0,0.0,0.0,0.021531710950916425,760.0,135.0,0.1040268456375839,0.31363034847816496,0.6512322628827483,radio_degraded,Radio degraded,1
AAI-CDOS,25,2041,180,99,4500,0.7355555555555555,0.3652461041208301,0.7734516235591183,4.652197892616094,114.96937025980282,1.5295555555555556,0.5295555555555556,8.383333333333333,0.01671115541830659,935.1426666666666,130.01222222222222,0.5545755237045203,0.6636891469405984,0.9756277695716395,radio_degraded,Radio degraded,1
Single Domain,25,2041,180,99,4500,0.29688888888888887,1.0741462896606402,3.0696301520123903,37.022966850492885,578.45114688173,1.0,0.0,1.0,0.002045266330242157,0.0,0.0,0.03307607497243661,0.18043769539973203,0.6661742983751846,radio_degraded,Radio degraded,1
Independent Agents,25,2041,180,99,4500,0.43822222222222224,0.4615527207875056,0.8049484676248813,17.049517418590874,303.6257068536366,1.0,0.0,4.0,0.009541155692810813,0.0,0.0,0.05622932745314223,0.2675301473872264,0.9763663220088626,radio_degraded,Radio degraded,1
One-Shot LLM,25,2041,180,99,4500,0.30466666666666664,5.516745486901272,23.78847744946157,29.73151399878837,587.7561456272826,1.0,0.0,0.0,0.02220366660427923,760.0,135.0,0.07717750826901874,0.2545779365788298,0.5398818316100443,radio_degraded,Radio degraded,1
AAI-CDOS,25,2042,180,6,4500,0.7128888888888889,0.3880377274715992,0.820674537781219,5.092923953113271,123.95863000619153,1.5742222222222222,0.5742222222222222,8.584,0.017453755497828953,942.736,133.8088888888889,0.5368063420158551,0.6262715612560814,0.971976401179941,radio_degraded,Radio degraded,1
Single Domain,25,2042,180,6,4500,0.3088888888888889,0.9306419767885555,2.7115170871728234,36.71248089689522,661.2223156657359,1.0,0.0,1.0,0.0019627777833698522,0.0,0.0,0.020385050962627407,0.17204776647501105,0.7249262536873157,radio_degraded,Radio degraded,1
Independent Agents,25,2042,180,6,4500,0.41844444444444445,0.4818759052813651,0.8315001196569439,18.383228791592195,355.4416790109709,1.0,0.0,4.0,0.009604510754191628,0.0,0.0,0.04303510758776897,0.23042901371074745,0.976401179941003,radio_degraded,Radio degraded,1
One-Shot LLM,25,2042,180,6,4500,0.3002222222222222,5.51415604051897,24.612083053117907,31.857205677239314,706.6917719545215,1.0,0.0,0.0,0.02243444449009581,760.0,135.0,0.06342015855039637,0.24369747899159663,0.5486725663716814,radio_degraded,Radio degraded,1
AAI-CDOS,25,2043,180,19,4500,0.7173333333333334,0.38064290916523663,0.8042739120489292,4.877322575518126,106.24850472973704,1.5657777777777777,0.5657777777777778,8.546222222222223,0.01814551095918028,941.3004444444445,133.0911111111111,0.5300546448087432,0.6332429990966576,0.9781181619256017,radio_degraded,Radio degraded,1
Single Domain,25,2043,180,19,4500,0.2831111111111111,1.104934195259173,3.0790148819105863,40.601036543589245,711.3310934951141,1.0,0.0,1.0,0.0022338665957148704,0.0,0.0,0.022950819672131147,0.16350496838301717,0.649890590809628,radio_degraded,Radio degraded,1
Independent Agents,25,2043,180,19,4500,0.43266666666666664,0.4820435136873057,0.8437078763741533,17.205859557355275,306.7893155917838,1.0,0.0,4.0,0.010159844338583449,0.0,0.0,0.06448087431693988,0.24841915085817526,0.975929978118162,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,180,19,4500,0.2811111111111111,6.181352292948583,25.313403659824992,35.27185116647662,645.7092489176941,1.0,0.0,0.0,0.022416977347650874,760.0,135.0,0.06557377049180328,0.24254742547425473,0.48723559445660103,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,180,47,4500,0.7064444444444444,0.39004043812327005,0.8294003763102746,5.610848827689999,149.76808905619686,1.5873333333333333,0.5873333333333334,8.64311111111111,0.017985511040832434,944.9648888888889,134.92333333333335,0.5418552036199095,0.613321412606169,0.9630166787527193,radio_degraded,Radio degraded,1
Single Domain,25,2044,180,47,4500,0.2802222222222222,1.1063758013573715,3.1496985445070833,46.25527958533119,896.9817841550158,1.0,0.0,1.0,0.0019892669968410498,0.0,0.0,0.01809954751131222,0.16048278945015645,0.6424945612762871,radio_degraded,Radio degraded,1
Independent Agents,25,2044,180,47,4500,0.40044444444444444,0.500166999387848,0.8617698165328106,18.155534610402512,408.53306810783766,1.0,0.0,4.0,0.009580799986401366,0.0,0.0,0.027149321266968326,0.20071524362986143,0.9637418419144308,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,180,47,4500,0.2708888888888889,5.98306481817929,25.326953602032663,33.26248409814533,727.9108150482142,1.0,0.0,0.0,0.02224593328881181,760.0,135.0,0.0746606334841629,0.2132320071524363,0.4902102973168963,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,180,136,4500,0.826,0.3110929111294016,0.6374567069026308,2.9625122391330434,75.05074033481574,1.3486666666666667,0.3486666666666667,7.569333333333334,0.014957044454705384,904.3915555555556,114.63666666666667,0.6794554455445545,0.7806055287406757,0.9830148619957537,radio_degraded,Radio degraded,1
Single Domain,25,2045,180,136,4500,0.2617777777777778,1.333752881472024,3.615755663310533,43.5559061571775,739.6580347328177,1.0,0.0,1.0,0.002355755630156232,0.0,0.0,0.018564356435643563,0.16322948661693726,0.5598018400566172,radio_degraded,Radio degraded,1
Independent Agents,25,2045,180,136,4500,0.49533333333333335,0.42314662253501606,0.7200110159462088,14.070002466778027,270.47518769564886,1.0,0.0,4.0,0.010016288705325374,0.0,0.0,0.04455445544554455,0.35322509872751207,0.9823071479122435,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,180,136,4500,0.39155555555555555,5.291885222814844,24.55357467072909,21.456971834331164,402.0982608789182,1.0,0.0,0.0,0.022340621799230576,760.0,135.0,0.11138613861386139,0.36024572180781045,0.6022646850672329,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,180,125,4500,0.8071111111111111,0.3084994122472467,0.6469935442827647,3.2058279978496924,90.8485132885558,1.3862222222222222,0.38622222222222224,7.738222222222222,0.015274444510901554,910.776,117.82888888888888,0.630242825607064,0.7677448337825696,0.9883040935672515,radio_degraded,Radio degraded,1
Single Domain,25,2046,180,125,4500,0.2564444444444444,1.3109997227666237,3.5964215462265883,48.89440039777376,889.3384728770244,1.0,0.0,1.0,0.00205388911611711,0.0,0.0,0.025386313465783666,0.14824797843665768,0.5855263157894737,radio_degraded,Radio degraded,1
Independent Agents,25,2046,180,125,4500,0.4988888888888889,0.4200016279365413,0.7432912941842823,14.00594950073189,296.9951266591783,1.0,0.0,4.0,0.009523600365759598,0.0,0.0,0.0695364238410596,0.3701707097933513,0.9926900584795322,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,180,125,4500,0.37644444444444447,5.4558724546759825,24.56414247672961,23.622749409976674,562.8598000457856,1.0,0.0,0.0,0.022458488845990762,760.0,135.0,0.12693156732891833,0.353099730458221,0.5796783625730995,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,180,225,4500,0.7331111111111112,0.3662170400147184,0.7800105977315324,4.9314481124825456,123.55465983857628,1.534,0.534,8.40311111111111,0.01777548899796481,935.8982222222222,130.39,0.5418502202643172,0.6644174538911382,0.9715120525931337,radio_degraded,Radio degraded,1
Single Domain,25,2047,180,225,4500,0.2751111111111111,1.1775216096222754,3.500830216184055,47.282504813991835,827.8904298589314,1.0,0.0,1.0,0.00301197819903286,0.0,0.0,0.022026431718061675,0.15519568151147098,0.6376917457998539,radio_degraded,Radio degraded,1
Independent Agents,25,2047,180,225,4500,0.44355555555555554,0.46888306932190404,0.8244307277008148,17.55437970563781,349.0193552542335,1.0,0.0,4.0,0.00919295557671123,0.0,0.0,0.05066079295154185,0.2771030139451192,0.9744338933528123,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,180,225,4500,0.3031111111111111,5.226243342342729,24.176768267188834,32.728898919092686,617.3618207568493,1.0,0.0,0.0,0.021247022235507354,760.0,135.0,0.07268722466960352,0.25775978407557354,0.5295836376917458,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,180,105,4500,0.76,0.35031318533057343,0.7457502613273398,4.15650473211184,118.27989899287756,1.4813333333333334,0.48133333333333334,8.166666666666666,0.017362133166494056,926.9448888888888,125.91333333333333,0.5736961451247166,0.6979260595130748,0.9757142857142858,radio_degraded,Radio degraded,1
Single Domain,25,2048,180,105,4500,0.2857777777777778,1.1825844424065466,3.3544639241863994,38.33214285168013,717.073857490199,1.0,0.0,1.0,0.002090422281374534,0.0,0.0,0.04308390022675737,0.18440036068530208,0.5992857142857143,radio_degraded,Radio degraded,1
Independent Agents,25,2048,180,105,4500,0.46844444444444444,0.45530619415380846,0.8116355964525489,15.258707174772333,326.12608917202783,1.0,0.0,4.0,0.009462710676921738,0.0,0.0,0.048752834467120185,0.3133453561767358,0.9785714285714285,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,180,105,4500,0.3642222222222222,4.624697883050016,22.981530325701684,25.024177951096195,549.1707927278736,1.0,0.0,0.0,0.021859444787777547,760.0,135.0,0.10090702947845805,0.3291253381424707,0.5857142857142857,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,180,221,4500,0.7211111111111111,0.3799466113479182,0.8304380423049466,5.094914352855065,130.2869944507036,1.558,0.558,8.511111111111111,0.016850444740460564,939.9782222222223,132.43,0.5225806451612903,0.647887323943662,0.9737034331628927,radio_degraded,Radio degraded,1
Single Domain,25,2049,180,221,4500,0.266,1.1545121518865837,3.493842517378132,49.050731249014085,1101.2230123710547,1.0,0.0,1.0,0.00194875567427112,0.0,0.0,0.016129032258064516,0.13811903680145388,0.6413440467494521,radio_degraded,Radio degraded,1
Independent Agents,25,2049,180,221,4500,0.41844444444444445,0.49038068516123967,0.8624134038782854,17.00358270307032,389.46464316712667,1.0,0.0,4.0,0.009575111060661988,0.0,0.0,0.03333333333333333,0.23580190822353475,0.9737034331628927,radio_degraded,Radio degraded,1
One-Shot LLM,25,2049,180,221,4500,0.23933333333333334,7.164992506467669,26.110182690484535,42.41864375837874,915.4416147023527,1.0,0.0,0.0,0.021920444508497085,760.0,135.0,0.06881720430107527,0.19536574284416175,0.42585829072315556,radio_degraded,Radio degraded,1
AAI-CDOS,25,2050,180,98,4500,0.768,0.3401345728307216,0.7001739166190933,3.8469150004566717,91.92807408985438,1.4646666666666666,0.4646666666666667,8.091333333333333,0.016083066972593468,924.1115555555556,124.49666666666667,0.5833333333333334,0.7104779411764706,0.9792857142857143,radio_degraded,Radio degraded,1
Single Domain,25,2050,180,98,4500,0.26422222222222225,1.244799479131451,3.574355683953176,53.788813192399104,901.6723041601751,1.0,0.0,1.0,0.002083555814654877,0.0,0.0,0.0367965367965368,0.140625,0.6064285714285714,radio_degraded,Radio degraded,1
Independent Agents,25,2050,180,98,4500,0.4682222222222222,0.4486502396612895,0.7741614752768875,14.362686120233757,260.6322616628804,1.0,0.0,4.0,0.009396800059928663,0.0,0.0,0.048701298701298704,0.3193933823529412,0.9764285714285714,radio_degraded,Radio degraded,1
One-Shot LLM,25,2050,180,98,4500,0.3486666666666667,5.690615271371517,24.902214950556733,24.81838548325968,442.35071080367015,1.0,0.0,0.0,0.02239795546564791,760.0,135.0,0.10064935064935066,0.30330882352941174,0.5828571428571429,radio_degraded,Radio degraded,1
AAI-CDOS,25,2051,180,71,4500,0.738,0.36301238395810914,0.7833382756580122,4.92315455427453,127.75099063256224,1.5246666666666666,0.5246666666666666,8.361333333333333,0.01665291119651455,934.3115555555555,129.59666666666666,0.5555555555555556,0.6674177557458315,0.9785819793205317,radio_degraded,Radio degraded,1
Single Domain,25,2051,180,71,4500,0.27311111111111114,1.1275181812584565,3.288800143131284,52.32791994954494,991.7042840230074,1.0,0.0,1.0,0.0020399999662509393,0.0,0.0,0.019417475728155338,0.15772870662460567,0.6358936484490398,radio_degraded,Radio degraded,1
Independent Agents,25,2051,180,71,4500,0.44733333333333336,0.46881065477849226,0.8311810471309636,16.500591556217696,341.2441553654751,1.0,0.0,4.0,0.009655111048939742,0.0,0.0,0.04638619201725998,0.29247408742676884,0.9756277695716395,radio_degraded,Radio degraded,1
One-Shot LLM,25,2051,180,71,4500,0.318,5.574730253745339,24.980860910673478,29.858645942414174,612.9868636391307,1.0,0.0,0.0,0.023313222265440144,760.0,135.0,0.09169363538295577,0.2690401081568274,0.553175775480059,radio_degraded,Radio degraded,1
AAI-CDOS,25,2052,180,68,4500,0.7557777777777778,0.3486029854335345,0.7850168980892874,4.619243008555818,117.304075801518,1.489111111111111,0.4891111111111111,8.201333333333332,0.015898822063011013,928.2671111111111,126.57444444444444,0.5850267379679145,0.7066259808195292,0.970102281667978,radio_degraded,Radio degraded,1
Single Domain,25,2052,180,68,4500,0.25266666666666665,1.1826657062783286,3.4201859197965243,55.76043219502074,989.6285142620321,1.0,0.0,1.0,0.00199695552388827,0.0,0.0,0.02459893048128342,0.16216216216216217,0.5837922895357985,radio_degraded,Radio degraded,1
Independent Agents,25,2052,180,68,4500,0.4328888888888889,0.4505102178442,0.7965526465681751,18.4075055053008,387.23715123619957,1.0,0.0,4.0,0.009291288824493272,0.0,0.0,0.051336898395721926,0.2863993025283348,0.977970102281668,radio_degraded,Radio degraded,1
One-Shot LLM,25,2052,180,68,4500,0.35555555555555557,4.58587028122041,23.248093082020038,25.42940363467077,624.5692213835308,1.0,0.0,0.0,0.02197480010929414,760.0,135.0,0.10053475935828877,0.3199651264167393,0.6073957513768686,radio_degraded,Radio degraded,1
AAI-CDOS,25,2053,180,134,4500,0.7564444444444445,0.3513877764862221,0.7622859470077903,4.435839623300824,106.32261274512597,1.4877777777777779,0.48777777777777775,8.195333333333334,0.01643395580403093,928.0404444444445,126.46111111111111,0.5635545556805399,0.6955941255006676,0.9824046920821115,radio_degraded,Radio degraded,1
Single Domain,25,2053,180,134,4500,0.26866666666666666,1.278058042427664,3.718345236069068,49.65144038391893,823.0404214329997,1.0,0.0,1.0,0.0020031556551758614,0.0,0.0,0.031496062992125984,0.1557632398753894,0.6092375366568915,radio_degraded,Radio degraded,1
Independent Agents,25,2053,180,134,4500,0.4637777777777778,0.44150298837391794,0.7791819643253736,15.355466581044334,297.00417800636194,1.0,0.0,4.0,0.009327844464375326,0.0,0.0,0.048368953880764905,0.31241655540720964,0.9838709677419355,radio_degraded,Radio degraded,1
One-Shot LLM,25,2053,180,134,4500,0.3522222222222222,5.100491048721238,24.167891443423954,25.701963239977196,509.49034018038554,1.0,0.0,0.0,0.021431711250140022,760.0,135.0,0.10573678290213723,0.30574098798397864,0.5894428152492669,radio_degraded,Radio degraded,1
AAI-CDOS,25,2054,180,0,4500,0.602,0.4797821184587675,1.0743886051436897,8.399164317099348,195.09338381744598,1.796,0.796,9.582,0.018478088992803048,980.4382222222222,152.66,0.4290254237288136,0.48935226264418813,0.9224270353302612,radio_degraded,Radio degraded,1
Single Domain,25,2054,180,0,4500,0.30266666666666664,0.8925538407924314,2.5177932464652715,29.43236458469376,567.8176190071988,1.0,0.0,1.0,0.0019737113293053377,0.0,0.0,0.022245762711864406,0.15705412599822538,0.7580645161290323,radio_degraded,Radio degraded,1
Independent Agents,25,2054,180,0,4500,0.37266666666666665,0.553470353851684,1.0638093234091623,21.469847345362616,428.05389961790866,1.0,0.0,4.0,0.009302200186842432,0.0,0.0,0.01694915254237288,0.19432120674356698,0.9393241167434716,radio_degraded,Radio degraded,1
One-Shot LLM,25,2054,180,0,4500,0.234,5.658659381339116,24.070592995522066,46.75907325623566,1028.1516625324089,1.0,0.0,0.0,0.021657111297827214,760.0,135.0,0.04766949152542373,0.17613132209405502,0.46927803379416283,radio_degraded,Radio degraded,1
AAI-CDOS,25,2055,180,195,4500,0.6624444444444444,0.41922947820508305,0.9036047271643229,6.711888277245211,144.9223120091412,1.6753333333333333,0.6753333333333333,9.039111111111112,0.017345822364505794,959.9248888888889,142.40333333333334,0.5022471910112359,0.555603822762815,0.959480122324159,radio_degraded,Radio degraded,1
Single Domain,25,2055,180,195,4500,0.27311111111111114,1.044435717273114,3.063399438356885,39.690218902515696,722.606388544043,1.0,0.0,1.0,0.001984933481758667,0.0,0.0,0.016853932584269662,0.1359687228496959,0.6888379204892966,radio_degraded,Radio degraded,1
Independent Agents,25,2055,180,195,4500,0.39844444444444443,0.5090339740362083,0.9102481745435766,19.034182226161406,332.0420473397534,1.0,0.0,4.0,0.009218800088597668,0.0,0.0,0.024719101123595506,0.2211120764552563,0.9648318042813455,radio_degraded,Radio degraded,1
One-Shot LLM,25,2055,180,195,4500,0.2817777777777778,5.665386731060618,26.11867146187336,34.001629231110286,602.4781469998948,1.0,0.0,0.0,0.02167491156918307,760.0,135.0,0.056179775280898875,0.2150304083405734,0.5527522935779816,radio_degraded,Radio degraded,1
AAI-CDOS,25,2026,180,108,4500,0.9566666666666667,0.19589175100153475,0.35807741699854917,0.6931547945653342,3.707533270965443,1.0873333333333333,0.08733333333333333,6.3933333333333335,0.012596644318869544,859.9648888888889,92.42333333333333,0.8804347826086957,0.9626168224299065,0.9992498124531133,edge_congested,Edge congested,2
Single Domain,25,2026,180,108,4500,0.2511111111111111,6.1122578656490525,19.725841738613735,82.04905783783761,1613.4220533040148,1.0,0.0,1.0,0.0020145555350205135,0.0,0.0,0.06521739130434782,0.29817534490431685,0.30007501875468867,edge_congested,Edge congested,2
Independent Agents,25,2026,180,108,4500,0.6588888888888889,0.31024369776111277,0.4793836716624019,6.741545033842529,156.23191846285224,1.0,0.0,4.0,0.009380133298691362,0.0,0.0,0.035869565217391305,0.7116154873164219,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2026,180,108,4500,0.6731111111111111,1.0006348652631116,5.819197492927263,6.127673805491794,155.6886048230135,1.0,0.0,0.0,0.02145646691011886,760.0,135.0,0.22065217391304348,0.7432131731197151,0.8672168042010503,edge_congested,Edge congested,2
AAI-CDOS,25,2027,180,193,4500,0.9077777777777778,0.23481631266719796,0.4769429777009203,1.3984487517744455,8.268878808372632,1.185111111111111,0.18511111111111112,6.833333333333333,0.013472022359362908,876.5871111111111,100.73444444444445,0.7792642140468228,0.9051029543419875,0.9963476990504018,edge_congested,Edge congested,2
Single Domain,25,2027,180,193,4500,0.31044444444444447,3.9251076103554223,12.86270988258578,97.35668974052538,1985.2722704387597,1.0,0.0,1.0,0.0019669997273012996,0.0,0.0,0.06131549609810479,0.35452103849597133,0.40175310445580714,edge_congested,Edge congested,2
Independent Agents,25,2027,180,193,4500,0.6213333333333333,0.33763897144680993,0.5952513821391081,8.066118805566948,145.5612924640799,1.0,0.0,4.0,0.009187044601680504,0.0,0.0,0.032329988851727984,0.6271262309758281,0.997808619430241,edge_congested,Edge congested,2
One-Shot LLM,25,2027,180,193,4500,0.5937777777777777,1.4490236851411746,11.568863551239094,8.444231078616525,162.24597338319407,1.0,0.0,0.0,0.021358444368363254,760.0,135.0,0.14938684503901895,0.6472694717994628,0.7976625273922571,edge_congested,Edge congested,2
AAI-CDOS,25,2028,180,62,4500,0.904,0.24126487789663534,0.4958159791426968,1.4118360963899503,22.14873885244494,1.1926666666666668,0.19266666666666668,6.867333333333334,0.013675822093824131,877.8715555555556,101.37666666666667,0.7674418604651163,0.9006593406593406,0.9956043956043956,edge_congested,Edge congested,2
Single Domain,25,2028,180,62,4500,0.3808888888888889,4.7898029507533195,25.313660887025012,47.60355073981805,837.664984076798,1.0,0.0,1.0,0.002018511528149247,0.0,0.0,0.0686046511627907,0.42417582417582417,0.5054945054945055,edge_congested,Edge congested,2
Independent Agents,25,2028,180,62,4500,0.614,0.3410683579097141,0.6065665812508011,8.072049767139315,202.30954782799265,1.0,0.0,4.0,0.009661422169301659,0.0,0.0,0.044186046511627906,0.5995604395604396,0.9970695970695971,edge_congested,Edge congested,2
One-Shot LLM,25,2028,180,62,4500,0.5626666666666666,1.8916341582311846,12.605004506141169,10.000774503165395,245.6487619511849,1.0,0.0,0.0,0.021211644531124167,760.0,135.0,0.15,0.6136263736263736,0.7377289377289378,edge_congested,Edge congested,2
AAI-CDOS,25,2029,180,205,4500,0.9148888888888889,0.22955801974329884,0.4491981865297708,1.2929584001829213,10.187304815958612,1.1708888888888889,0.1708888888888889,6.769333333333333,0.013222244458221313,874.1693333333334,99.52555555555556,0.7962962962962963,0.9148181011535049,0.9969879518072289,edge_congested,Edge congested,2
Single Domain,25,2029,180,205,4500,0.2797777777777778,6.532383320842434,25.17304967209067,90.28517611334408,1549.584195015994,1.0,0.0,1.0,0.0021418001593297552,0.0,0.0,0.05773420479302832,0.308340727595386,0.38478915662650603,edge_congested,Edge congested,2
Independent Agents,25,2029,180,205,4500,0.618,0.33834382613771974,0.591843847699554,7.945666803437237,169.45599560668512,1.0,0.0,4.0,0.009884977622682022,0.0,0.0,0.04030501089324619,0.6286601597160604,0.9992469879518072,edge_congested,Edge congested,2
One-Shot LLM,25,2029,180,205,4500,0.5795555555555556,1.417223750011675,11.37780421343293,8.539435302145757,209.34122832727712,1.0,0.0,0.0,0.0232832221663557,760.0,135.0,0.1514161220043573,0.6255545696539485,0.7974397590361446,edge_congested,Edge congested,2
AAI-CDOS,25,2030,180,18,4500,0.8833333333333333,0.25474428258940496,0.4927303677247146,1.6495989787777405,30.434470340417395,1.234,0.234,7.053333333333334,0.015287955517932359,884.8982222222222,104.89,0.7245370370370371,0.8736607142857142,0.997134670487106,edge_congested,Edge congested,2
Single Domain,25,2030,180,18,4500,0.4011111111111111,2.9693159118049404,10.891595729449785,39.01966528345767,783.9924071988833,1.0,0.0,1.0,0.0020994888683263627,0.0,0.0,0.0625,0.4616071428571429,0.5136103151862464,edge_congested,Edge congested,2
Independent Agents,25,2030,180,18,4500,0.596,0.34933804157334925,0.6327331872997906,8.683739091815118,184.29890359893423,1.0,0.0,4.0,0.00947200015394224,0.0,0.0,0.028935185185185185,0.5642857142857143,0.9978510028653295,edge_congested,Edge congested,2
One-Shot LLM,25,2030,180,18,4500,0.49644444444444447,2.2613875985455647,13.12448030808854,11.872107209368108,231.68462818948035,1.0,0.0,0.0,0.022247133466104668,760.0,135.0,0.10185185185185185,0.5321428571428571,0.6833810888252149,edge_congested,Edge congested,2
AAI-CDOS,25,2031,180,68,4500,0.9462222222222222,0.2082428844828297,0.37648991381933217,0.8584495886207008,4.412726089081247,1.1077777777777778,0.10777777777777778,6.485111111111111,0.013927288819104433,863.4404444444444,94.16111111111111,0.8468271334792122,0.9569609134826527,0.9969442322383499,edge_congested,Edge congested,2
Single Domain,25,2031,180,68,4500,0.2608888888888889,8.440214030156673,35.209605143834686,88.27163788996256,1696.885509451436,1.0,0.0,1.0,0.0022838447087754807,0.0,0.0,0.061269146608315096,0.2981993851559069,0.33537051184110006,edge_congested,Edge congested,2
Independent Agents,25,2031,180,68,4500,0.6511111111111111,0.3169963630845672,0.4782216708630083,6.588054869284784,134.33167919527648,1.0,0.0,4.0,0.010133000051913163,0.0,0.0,0.04048140043763676,0.6960913482652613,0.9992360580595875,edge_congested,Edge congested,2
One-Shot LLM,25,2031,180,68,4500,0.5833333333333334,1.694587509763562,12.520183508317704,8.690340581323934,184.7926167209937,1.0,0.0,0.0,0.02153611103616034,760.0,135.0,0.16958424507658643,0.6477821695213,0.760122230710466,edge_congested,Edge congested,2
AAI-CDOS,25,2032,180,38,4500,0.8864444444444445,0.24716326625043722,0.47976892660926446,1.6732351183169838,33.31290965385854,1.2284444444444444,0.22844444444444445,7.028666666666667,0.013989577626085116,883.9537777777778,104.41777777777777,0.776431718061674,0.8647577092511013,0.9992435703479576,edge_congested,Edge congested,2
Single Domain,25,2032,180,38,4500,0.3406666666666667,4.649402282776809,19.55504116054091,64.52368586480944,1213.8262613481338,1.0,0.0,1.0,0.0020374666589001813,0.0,0.0,0.05616740088105727,0.3744493392070485,0.47806354009077157,edge_congested,Edge congested,2
