scheme,vehicles,seed,frames,window_start,events,deadline_success,mean_latency_s,p95_latency_s,mean_dt_age_s,p95_position_error_m,mean_rounds,mean_rejections,mean_tool_calls,mean_planner_ms_proxy,mean_input_tokens_proxy,mean_output_tokens_proxy,deadline_success_safety,deadline_success_cooperative,deadline_success_routine
Independent Agents,50,2049,180,131,9000,0.6224444444444445,0.3408370474778315,0.5300273420429225,7.591456605698189,165.2022580116908,1.0,0.0,4.0,0.007746853606982363,0.0,0.0,0.03633314700950251,0.6287305122494432,0.9974274163910327
One-Shot LLM,50,2049,180,131,9000,0.4036666666666667,5.5676254598229,24.217253933486592,20.23361078295214,400.1980017369225,1.0,0.0,0.0,0.01871862117615011,760.0,135.0,0.11123532699832309,0.4229398663697105,0.5641308342521132
AAI-CDOS,50,2050,180,167,9000,0.8903333333333333,0.24901549739790546,0.5128123758804782,1.7092504161444992,22.3553476244847,1.2205555555555556,0.22055555555555556,6.993111111111111,0.011430355823702283,883.0535555555556,103.74722222222222,0.7273736812881733,0.8896147781031764,0.9978260869565218
Single Domain,50,2050,180,167,9000,0.24388888888888888,2.4347340283941348,7.011051010636339,84.45577164451171,1448.176495798694,1.0,0.0,1.0,0.0016485199125276671,0.0,0.0,0.022765130483064965,0.23361117368776751,0.4047101449275362
Independent Agents,50,2050,180,167,9000,0.5922222222222222,0.35631976145949706,0.5737394134824643,8.841520797309295,186.0118388252058,1.0,0.0,4.0,0.007759540186574061,0.0,0.0,0.053303720155469185,0.5589096643388151,0.9974637681159421
One-Shot LLM,50,2050,180,167,9000,0.33266666666666667,6.6337529696728295,25.228710970805682,27.69220556520509,563.8409574403169,1.0,0.0,0.0,0.018682019008944433,760.0,135.0,0.09605774569683509,0.33453480513629197,0.48405797101449277
AAI-CDOS,50,2051,180,62,9000,0.8866666666666667,0.24001942039497418,0.4631248118272911,1.7203912387769824,43.72593168087877,1.2284444444444444,0.22844444444444445,7.028888888888889,0.011507695385565361,884.3946666666667,104.41777777777777,0.6931072210065645,0.899359964687707,0.9988640666414237
Single Domain,50,2051,180,62,9000,0.24688888888888888,2.35143777564012,6.940848420872695,80.66597392596037,1377.6158359655965,1.0,0.0,1.0,0.0016577491122815344,0.0,0.0,0.019146608315098467,0.2396821893621717,0.41688754259750094
Independent Agents,50,2051,180,62,9000,0.5834444444444444,0.3559891191936668,0.5657939345739128,9.068488379992484,207.56713376835455,1.0,0.0,4.0,0.007797406158513493,0.0,0.0,0.03938730853391685,0.5610240564996689,0.998485422188565
One-Shot LLM,50,2051,180,62,9000,0.3201111111111111,7.094475725743709,25.13321235816623,26.869644815424717,597.9647903385379,1.0,0.0,0.0,0.018626543020622596,760.0,135.0,0.08150984682713348,0.3414257338335908,0.44869367663763726
AAI-CDOS,50,2052,180,8,9000,0.8017777777777778,0.3003659540213381,0.5980383900260006,3.162103873666428,82.00536665847521,1.398111111111111,0.39811111111111114,7.792333333333334,0.012718022542281283,913.238,118.83944444444444,0.5384196185286103,0.7982072584171404,0.994596680818217
Single Domain,50,2052,180,8,9000,0.317,1.7582290885513778,6.370737351300359,53.526559696350276,977.0110618682713,1.0,0.0,1.0,0.0016175033524632454,0.0,0.0,0.02452316076294278,0.2881504153913424,0.5750675414897722
Independent Agents,50,2052,180,8,9000,0.4801111111111111,0.4036706392019734,0.665989084351695,13.762602903947094,293.09413284714117,1.0,0.0,4.0,0.007777253424541818,0.0,0.0,0.02670299727520436,0.37057280279842586,0.994596680818217
One-Shot LLM,50,2052,180,8,9000,0.23322222222222222,8.419843424998618,25.554468120266165,45.97545434296422,839.0488083776389,1.0,0.0,0.0,0.018680753082864814,760.0,135.0,0.043596730245231606,0.23218189768255357,0.3693554612118873
AAI-CDOS,50,2053,180,54,9000,0.9098888888888889,0.23938760461312789,0.4509837632938651,1.4113316030517904,10.669712965324772,1.1815555555555555,0.18155555555555555,6.817666666666667,0.011193357666747438,876.4235555555556,100.43222222222222,0.7274266365688488,0.9278878255063432,0.9985374771480804
Single Domain,50,2053,180,54,9000,0.2447777777777778,2.5723672221097753,7.449249880449972,78.56038837297555,1279.7496174687928,1.0,0.0,1.0,0.0016488331990937393,0.0,0.0,0.024266365688487584,0.23903850434008458,0.39707495429616085
Independent Agents,50,2053,180,54,9000,0.5814444444444444,0.3547859713399027,0.5617180520427087,8.977357417524656,183.10983560664968,1.0,0.0,4.0,0.007790945470333099,0.0,0.0,0.044582392776523705,0.5390607611840641,0.9989031078610603
One-Shot LLM,50,2053,180,54,9000,0.35944444444444446,6.325018038592988,25.529889138880733,22.530450501030877,422.37381801282373,1.0,0.0,0.0,0.01875970833417442,760.0,135.0,0.09255079006772009,0.37346984197640776,0.5093235831809872
AAI-CDOS,50,2054,180,38,9000,0.8511111111111112,0.27472479921632215,0.5367461327465733,2.2969798748824584,67.40547689296065,1.2992222222222223,0.2992222222222222,7.347222222222222,0.01204890918193592,896.4268888888889,110.43388888888889,0.6370126304228446,0.8527661450297553,0.9958364875094625
Single Domain,50,2054,180,38,9000,0.289,2.1848096164049715,7.108180531069984,70.84593357526373,1370.6450557354976,1.0,0.0,1.0,0.0016354998677141136,0.0,0.0,0.02416254805052169,0.28190434207626186,0.4837244511733535
Independent Agents,50,2054,180,38,9000,0.5307777777777778,0.38612729703143545,0.6374520141329943,11.036225979054624,252.25332127267808,1.0,0.0,4.0,0.00775570815636052,0.0,0.0,0.04118616144975288,0.45602821247520386,0.9965934897804694
One-Shot LLM,50,2054,180,38,9000,0.29244444444444445,8.128230841423456,26.764586233545405,34.845412198885874,785.2676343904584,1.0,0.0,0.0,0.018693293237851724,760.0,135.0,0.06589785831960461,0.2905003306149438,0.4519303557910674
AAI-CDOS,50,2055,180,126,9000,0.923,0.22746627595095875,0.43552453367492144,1.2055614449982324,6.178261225868695,1.1554444444444445,0.15544444444444444,6.700222222222222,0.011000171717670228,871.9846666666666,98.21277777777777,0.7807066741447,0.9339788732394366,0.9992517770295548
Single Domain,50,2055,180,126,9000,0.21922222222222223,2.6786234947668013,7.4410876146430285,104.77707019338904,1878.8414156150525,1.0,0.0,1.0,0.001661132089793682,0.0,0.0,0.015703869882220976,0.214568661971831,0.36288814066591846
Independent Agents,50,2055,180,126,9000,0.6282222222222222,0.3379755482667968,0.5286063555732179,7.605097172921339,157.19214748093253,1.0,0.0,4.0,0.0077932657053073244,0.0,0.0,0.03757711721817162,0.641725352112676,0.9992517770295548
One-Shot LLM,50,2055,180,126,9000,0.38566666666666666,5.961175917150204,24.723570152813288,20.188255543452616,413.7946179431291,1.0,0.0,0.0,0.018669988856547408,760.0,135.0,0.10207515423443635,0.42099471830985913,0.5147774036662925
